qdrant-1        | 2026-07-14T01:56:11.074810Z  INFO actix_web::middleware::logger: 172.18.0.7 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001633
qdrant-1        | 2026-07-14T03:59:16.926159Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001560
qdrant-1        | 2026-07-14T03:59:16.948444Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001472
qdrant-1        | 2026-07-14T03:59:16.971337Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001537
qdrant-1        | 2026-07-14T03:59:16.993753Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001557
qdrant-1        | 2026-07-14T03:59:17.016126Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001559
qdrant-1        | 2026-07-14T03:59:17.038587Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001493
qdrant-1        | 2026-07-14T03:59:17.060912Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001573
qdrant-1        | 2026-07-14T03:59:17.083748Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001769
qdrant-1        | 2026-07-14T03:59:17.106205Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001568
qdrant-1        | 2026-07-14T03:59:17.128310Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001544
qdrant-1        | 2026-07-14T03:59:17.150604Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001482
qdrant-1        | 2026-07-14T03:59:17.173012Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001591
qdrant-1        | 2026-07-14T03:59:17.195238Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001583
qdrant-1        | 2026-07-14T03:59:17.217159Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001586
qdrant-1        | 2026-07-14T03:59:17.238928Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001541
qdrant-1        | 2026-07-14T03:59:17.261120Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001607
qdrant-1        | 2026-07-14T03:59:17.282964Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001562
qdrant-1        | 2026-07-14T03:59:17.304832Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001559
qdrant-1        | 2026-07-14T03:59:17.326650Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001576
qdrant-1        | 2026-07-14T03:59:17.348628Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001549
qdrant-1        | 2026-07-14T03:59:17.372014Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.002874
qdrant-1        | 2026-07-14T03:59:17.393687Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001553
qdrant-1        | 2026-07-14T03:59:17.415454Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001556
qdrant-1        | 2026-07-14T03:59:17.437693Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001574
qdrant-1        | 2026-07-14T03:59:17.459766Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001559
qdrant-1        | 2026-07-14T03:59:17.481578Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001548
qdrant-1        | 2026-07-14T03:59:17.503641Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001574
qdrant-1        | 2026-07-14T03:59:17.525868Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001561
qdrant-1        | 2026-07-14T03:59:17.548072Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001526
qdrant-1        | 2026-07-14T03:59:17.569902Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001597
qdrant-1        | 2026-07-14T03:59:17.592110Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001592
qdrant-1        | 2026-07-14T03:59:17.614026Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001582
qdrant-1        | 2026-07-14T03:59:17.636115Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001586
qdrant-1        | 2026-07-14T03:59:17.658149Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001597
qdrant-1        | 2026-07-14T03:59:17.680161Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001585
qdrant-1        | 2026-07-14T03:59:17.701939Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001594
qdrant-1        | 2026-07-14T03:59:17.723804Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001549
qdrant-1        | 2026-07-14T03:59:17.745809Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001566
qdrant-1        | 2026-07-14T03:59:17.768896Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001970
qdrant-1        | 2026-07-14T03:59:17.791807Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001730
qdrant-1        | 2026-07-14T03:59:17.815524Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.002116
qdrant-1        | 2026-07-14T03:59:17.838092Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001664
qdrant-1        | 2026-07-14T03:59:17.867173Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001684
qdrant-1        | 2026-07-14T03:59:17.890343Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001697
qdrant-1        | 2026-07-14T03:59:17.914963Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001686
qdrant-1        | 2026-07-14T03:59:17.938113Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.002010
qdrant-1        | 2026-07-14T03:59:17.960626Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001645
qdrant-1        | 2026-07-14T03:59:17.984176Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.002044
qdrant-1        | 2026-07-14T03:59:18.006838Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001897
qdrant-1        | 2026-07-14T03:59:18.029573Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001722
qdrant-1        | 2026-07-14T03:59:18.052435Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001502
qdrant-1        | 2026-07-14T03:59:18.074900Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001917
qdrant-1        | 2026-07-14T03:59:18.098678Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.003200
qdrant-1        | 2026-07-14T03:59:18.121119Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001715
qdrant-1        | 2026-07-14T03:59:18.143364Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001482
qdrant-1        | 2026-07-14T03:59:18.165545Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001567
qdrant-1        | 2026-07-14T03:59:18.187773Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001601
qdrant-1        | 2026-07-14T03:59:18.209913Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001633
qdrant-1        | 2026-07-14T03:59:18.232194Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001618
qdrant-1        | 2026-07-14T03:59:18.254582Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001642
qdrant-1        | 2026-07-14T03:59:18.277467Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001656
qdrant-1        | 2026-07-14T03:59:18.300085Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001709
qdrant-1        | 2026-07-14T03:59:18.322430Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001696
qdrant-1        | 2026-07-14T03:59:18.344867Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001745
qdrant-1        | 2026-07-14T03:59:18.367000Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001681
qdrant-1        | 2026-07-14T03:59:18.389162Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001741
qdrant-1        | 2026-07-14T03:59:18.411269Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001772
qdrant-1        | 2026-07-14T03:59:18.433452Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001708
qdrant-1        | 2026-07-14T03:59:18.455418Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001697
qdrant-1        | 2026-07-14T03:59:18.477436Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001746
qdrant-1        | 2026-07-14T03:59:18.499825Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001689
qdrant-1        | 2026-07-14T03:59:18.522247Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001711
qdrant-1        | 2026-07-14T03:59:18.544672Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001691
qdrant-1        | 2026-07-14T03:59:18.567230Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001783
qdrant-1        | 2026-07-14T03:59:18.589808Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001683
qdrant-1        | 2026-07-14T03:59:18.612539Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001698
qdrant-1        | 2026-07-14T03:59:18.635058Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001655
qdrant-1        | 2026-07-14T03:59:18.657947Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001680
qdrant-1        | 2026-07-14T03:59:18.680415Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001710
qdrant-1        | 2026-07-14T03:59:18.702886Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001686
qdrant-1        | 2026-07-14T03:59:18.725577Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001705
qdrant-1        | 2026-07-14T03:59:18.748084Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001754
qdrant-1        | 2026-07-14T03:59:18.770837Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001657
qdrant-1        | 2026-07-14T03:59:18.793541Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001638
qdrant-1        | 2026-07-14T03:59:18.817729Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.003177
qdrant-1        | 2026-07-14T03:59:18.840765Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001659
qdrant-1        | 2026-07-14T03:59:18.864485Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001741
qdrant-1        | 2026-07-14T03:59:18.887562Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001678
qdrant-1        | 2026-07-14T03:59:18.910036Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001681
qdrant-1        | 2026-07-14T03:59:18.932859Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001714
qdrant-1        | 2026-07-14T03:59:18.955783Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001597
qdrant-1        | 2026-07-14T03:59:18.978666Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001624
qdrant-1        | 2026-07-14T03:59:19.001610Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001668
qdrant-1        | 2026-07-14T03:59:19.024464Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001666
qdrant-1        | 2026-07-14T03:59:19.047298Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001643
qdrant-1        | 2026-07-14T03:59:19.070433Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001636
qdrant-1        | 2026-07-14T03:59:19.094840Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001778
qdrant-1        | 2026-07-14T03:59:19.122676Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001751
qdrant-1        | 2026-07-14T03:59:19.153443Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001714
qdrant-1        | 2026-07-14T03:59:19.180152Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001625
qdrant-1        | 2026-07-14T03:59:19.207771Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001634
qdrant-1        | 2026-07-14T03:59:19.235785Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001633
qdrant-1        | 2026-07-14T03:59:19.259473Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001612
qdrant-1        | 2026-07-14T03:59:19.282140Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001587
qdrant-1        | 2026-07-14T03:59:19.305162Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001918
qdrant-1        | 2026-07-14T03:59:19.327874Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001592
qdrant-1        | 2026-07-14T03:59:19.350457Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001756
qdrant-1        | 2026-07-14T03:59:19.372730Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001580
qdrant-1        | 2026-07-14T03:59:19.395742Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001976
qdrant-1        | 2026-07-14T03:59:19.418354Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001934
qdrant-1        | 2026-07-14T03:59:19.441534Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001591
qdrant-1        | 2026-07-14T03:59:19.464580Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001656
qdrant-1        | 2026-07-14T03:59:19.487728Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001623
qdrant-1        | 2026-07-14T03:59:19.510938Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001501
qdrant-1        | 2026-07-14T03:59:19.533982Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001565
qdrant-1        | 2026-07-14T03:59:19.556439Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001471
qdrant-1        | 2026-07-14T03:59:19.581375Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.003121
qdrant-1        | 2026-07-14T03:59:19.604829Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001563
qdrant-1        | 2026-07-14T03:59:19.627607Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001571
qdrant-1        | 2026-07-14T03:59:19.650221Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001594
qdrant-1        | 2026-07-14T03:59:19.673009Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001532
qdrant-1        | 2026-07-14T03:59:19.703754Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001992
qdrant-1        | 2026-07-14T03:59:19.727364Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001646
qdrant-1        | 2026-07-14T03:59:19.750804Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.002072
qdrant-1        | 2026-07-14T03:59:19.773918Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.002014
qdrant-1        | 2026-07-14T03:59:19.796435Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001637
qdrant-1        | 2026-07-14T03:59:19.819310Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001705
qdrant-1        | 2026-07-14T03:59:19.843496Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001701
qdrant-1        | 2026-07-14T03:59:19.869785Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001671
qdrant-1        | 2026-07-14T03:59:19.892997Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001678
qdrant-1        | 2026-07-14T03:59:19.915902Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001613
qdrant-1        | 2026-07-14T03:59:19.939490Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001829
